Index,Speechiness
827,0.0357
828,0.0281
829,0.0287
830,0.0627
831,0.159
832,0.266
833,0.274
834,0.0612
835,0.0458
836,0.467
837,0.295
838,0.0695
839,0.111
840,0.0577
841,0.0809
842,0.042
843,0.0677
844,0.0505
845,0.0534
846,0.16
847,0.301
848,0.0744
849,0.25
850,0.0785
851,0.153
852,0.0969
853,0.0322
854,0.355
855,0.0808
856,0.301
857,0.18
858,0.298
859,0.0602
860,0.099
861,0.298
862,0.165
863,0.178
864,0.254
865,0.0986
866,0.0278
867,0.0479
868,0.52
869,0.0766
870,0.0492
871,0.0524
872,0.128
873,0.0707
874,0.204
875,0.0672
876,0.0353
878,0.0454
879,0.104
880,0.0367
881,0.0813
882,0.26
883,0.122
884,0.0927
885,0.0298
886,0.0373
887,0.541
888,0.203
889,0.128
890,0.0287
891,0.0314
892,0.0838
893,0.238
894,0.347
895,0.341
896,0.0457
897,0.148
898,0.0389
899,0.0473
900,0.0369
901,0.0452
902,0.0388
903,0.0499
904,0.287
905,0.0536
906,0.293
907,0.0584
908,0.0282
909,0.222
910,0.216
911,0.0397
912,0.28
913,0.0554
914,0.219
915,0.131
916,0.0361
917,0.0556
918,0.164
919,0.0438
920,0.158
921,0.028
922,0.0522
923,0.0657
924,0.0777
925,0.154
926,0.0366
927,0.177
928,0.171
929,0.225
930,0.144
931,0.0565
932,0.0623
933,0.241
934,0.343
935,0.0757
936,0.079
937,0.0641
938,0.0987
939,0.0583
940,0.0351
941,0.164
942,0.0771
943,0.0331
944,0.0623
945,0.0735
946,0.0542
947,0.0468
948,0.463
949,0.0413
950,0.139
951,0.0332
952,0.101
953,0.153
954,0.206
955,0.27
956,0.139
957,0.159
958,0.181
959,0.272
960,0.0568
961,0.055
962,0.0324
963,0.185
964,0.227
965,0.208
966,0.0334
967,0.0274
968,0.0328
969,0.0253
970,0.346
971,0.0338
972,0.0385
973,0.229
974,0.417
975,0.0457
976,0.334
977,0.0471
978,0.0281
979,0.0916
980,0.223
981,0.0881
982,0.237
983,0.162
984,0.0415
985,0.226
986,0.169
987,0.301
988,0.229
989,0.156
990,0.113
991,0.0797
992,0.0464
993,0.192
994,0.113
995,0.158
996,0.135
997,0.0737
998,0.175
999,0.0787
1000,0.0439
1001,0.0448
1002,0.0877
1003,0.334
1004,0.0477
1005,0.167
1006,0.204
1007,0.053
1008,0.0911
1009,0.257
1010,0.0756
1011,0.0935
1012,0.0529
1013,0.0779
1014,0.287
1015,0.063
1016,0.344
1017,0.0858
1018,0.294
1019,0.102
1020,0.118
1021,0.0882
1022,0.311
1023,0.0599
1024,0.0897
1025,0.114
1026,0.18
1027,0.081
1028,0.367
1029,0.113
1030,0.108
1031,0.0968
1032,0.761
1033,0.22
1034,0.409
1035,0.102
1036,0.0488
1037,0.0566
1038,0.196
1039,0.0443
1040,0.403
1041,0.0846
1042,0.0338
1043,0.107
1044,0.4
1045,0.251
1046,0.403
1047,0.0927
1048,0.179
1049,0.191
1050,0.207
1051,0.445
1052,0.138
1053,0.325
1054,0.0646
1055,0.0867
1056,0.0741
1057,0.0503
1058,0.0438
1059,0.0694
1060,0.04
1061,0.0363
1062,0.05
1063,0.0447
1064,0.0624
1065,0.0407
1066,0.133
1067,0.298
1068,0.06
1069,0.353
1070,0.15
1071,0.0588
1072,0.253
1073,0.0618
1074,0.046
1075,0.204
1076,0.14
1077,0.0708
1078,0.0893
1079,0.0783
1080,0.191
1081,0.032
1082,0.0436
1083,0.0505
1084,0.0599
1085,0.0959
1086,0.393
1087,0.184
1088,0.117
1089,0.198
1090,0.0668
1091,0.207
1092,0.0716
1093,0.0702
1094,0.328
1095,0.04
1096,0.0295
1097,0.0554
1098,0.047
1099,0.0261
1100,0.242
1101,0.389
1102,0.0641
1103,0.109
1104,0.193
1105,0.0279
1106,0.0276
1107,0.129
1108,0.112
1109,0.188
1110,0.114
1111,0.0296
1112,0.0318
1113,0.264
1114,0.307
1115,0.442
1116,0.138
1117,0.0408
1118,0.137
1119,0.0701
1120,0.0893
1121,0.0602
1122,0.0629
1123,0.309
1124,0.0513
1125,0.231
1126,0.029
1127,0.0629
1128,0.0432
1129,0.038
1130,0.0781
1131,0.0725
1132,0.0488
1133,0.036
1134,0.123
1135,0.04
1136,0.0359
1137,0.0342
1138,0.0359
1139,0.0383
1140,0.134
1142,0.297
1143,0.132
1144,0.347
1145,0.0534
1146,0.242
1147,0.0791
1148,0.104
1149,0.0599
1150,0.0807
1151,0.0319
1152,0.255
1153,0.426
1154,0.16
1155,0.081
1156,0.402
1157,0.0617
1158,0.0861
1159,0.0683
1160,0.0423
1161,0.0277
1162,0.0493
1163,0.096
1164,0.0305
1165,0.05
1166,0.0318
1167,0.298
1168,0.0395
1169,0.0782
1170,0.0489
1171,0.318
1172,0.108
1173,0.209
1174,0.253
1175,0.0336
1176,0.0819
1177,0.294
1178,0.0725
1179,0.182
1180,0.0378
1181,0.0357
1182,0.123
1183,0.131
1184,0.379
1185,0.0938
1186,0.196
1187,0.232
1188,0.0568
1189,0.343
1190,0.0427
1191,0.11
1192,0.044
1193,0.321
1194,0.0629
1195,0.0925
1196,0.0358
1197,0.06
1198,0.224
1199,0.116
1200,0.047
1201,0.287
1202,0.533
1203,0.163
1204,0.0826
1205,0.199
1206,0.351
1207,0.112
1208,0.17
1209,0.115
1210,0.109
1211,0.184
1212,0.0391
1213,0.109
1214,0.116
1215,0.153
1216,0.0906
1217,0.0684
1218,0.0638
1219,0.285
1220,0.0409
1221,0.243
1222,0.428
1223,0.0681
1224,0.0311
1225,0.0422
1226,0.0503
1227,0.0507
1228,0.0494
1229,0.126
1230,0.407
1231,0.355
1232,0.366
1233,0.0388
1234,0.0923
1235,0.0589
1236,0.0534
1237,0.387
1238,0.16
1239,0.0897
1240,0.339
1241,0.0635
1242,0.139
1243,0.156
1244,0.0738
1245,0.0617
1246,0.0324
1247,0.0738
1248,0.0798
1249,0.251
1250,0.325
1251,0.0645
1252,0.08
1253,0.0495
1254,0.0483
1255,0.118
1256,0.0707
1257,0.0619
1258,0.245
1259,0.194
1260,0.0385
1261,0.0664
1262,0.0579
1263,0.0917
1264,0.0499
1265,0.0641
1266,0.0353
1267,0.0621
1268,0.364
1269,0.132
1270,0.0455
1271,0.0729
1272,0.137
1273,0.0593
1274,0.225
1275,0.0458
1276,0.208
1277,0.0394
1278,0.0416
1279,0.0314
1280,0.0374
1281,0.25
1282,0.0794
1283,0.0875
1284,0.0516
1285,0.212
1286,0.325
1287,0.0472
1288,0.222
1289,0.0721
1290,0.341
1291,0.0433
1292,0.0977
1293,0.0549
1294,0.0309
1295,0.12
1296,0.0854
1297,0.254
1298,0.319
1299,0.283
1300,0.0401
1301,0.286
1302,0.0469
1303,0.207
1304,0.0697
1305,0.0599
1306,0.307
1307,0.355
1308,0.0409
1309,0.223
1310,0.0831
1311,0.0791
1312,0.0482
1313,0.0964
1314,0.0758
1315,0.226
1316,0.381
1317,0.0349
1318,0.49
1319,0.198
1320,0.205
1321,0.277
1322,0.29
1323,0.0851
1324,0.0343
1325,0.0735
1326,0.229
1327,0.133
1328,0.0527
1329,0.419
1330,0.15
1331,0.193
1332,0.175
1333,0.442
1334,0.0669
1335,0.355
1336,0.126
1337,0.392
1338,0.123
1339,0.0828
1340,0.0772
1341,0.035
1342,0.364
1343,0.16
1344,0.0425
1345,0.203
1346,0.136
1347,0.0937
1348,0.221
1349,0.105
1350,0.0825
1351,0.0382
1352,0.0683
1353,0.0422
1354,0.0706
1355,0.307
1356,0.0872
1357,0.0403
1358,0.177
1359,0.384
1360,0.324
1361,0.0626
1362,0.291
1363,0.0838
1364,0.219
1365,0.0357
1366,0.156
1367,0.36
1368,0.112
1369,0.433
1370,0.0339
1371,0.524
1372,0.0581
1373,0.0259
1374,0.253
1375,0.0553
1376,0.153
1377,0.0432
1378,0.0334
1379,0.114
1380,0.349
1381,0.152
1382,0.128
1383,0.0579
1384,0.0407
1385,0.0309
1386,0.0725
1387,0.0596
1388,0.0958
1389,0.483
1390,0.116
1391,0.0942
1392,0.29
1393,0.257
1394,0.372
1395,0.0589
1396,0.216
1397,0.132
1398,0.068
1399,0.292
1400,0.0453
1401,0.0382
1402,0.18
1403,0.222
1404,0.0378
1405,0.0439
1406,0.0367
1407,0.149
1408,0.0567
1409,0.0591
1410,0.0359
1411,0.0322
1412,0.042
1413,0.0375
1414,0.0467
1415,0.066
1416,0.0369
1417,0.102
1418,0.0374
1419,0.224
1420,0.0355
1421,0.0518
1422,0.109
1423,0.0354
1424,0.173
1425,0.241
1426,0.0517
1427,0.118
1428,0.0325
1429,0.189
1430,0.0432
1431,0.0575
1432,0.447
1433,0.0719
1434,0.0891
1435,0.0346
1436,0.0645
1437,0.378
1438,0.149
1439,0.225
1440,0.0879
1441,0.0685
1442,0.0514
1443,0.218
1444,0.0446
1445,0.426
1446,0.124
1447,0.0722
1448,0.0882
1449,0.127
1450,0.216
1451,0.423
1452,0.0594
1453,0.276
1454,0.197
1455,0.0934
1456,0.167
1457,0.339
1458,0.383
1459,0.0607
1460,0.0914
1461,0.0747
1462,0.0486
1463,0.0396
1464,0.0707
1465,0.0456
1466,0.0905
1467,0.0571
1468,0.0752
1469,0.0402
1470,0.147
1471,0.333
1472,0.308
1473,0.151
1474,0.419
1475,0.0527
1476,0.0597
1477,0.236
1478,0.206
1479,0.279
1480,0.306
1481,0.251
1482,0.136
1483,0.0844
1484,0.277
1485,0.122
1486,0.214
1487,0.367
1488,0.0882
1489,0.149
1490,0.046
1491,0.052
1492,0.221
1493,0.205
1494,0.178
1495,0.384
1496,0.246
1497,0.0474
1498,0.106
1499,0.138
1500,0.402
1501,0.228
1502,0.067
1503,0.0546
1504,0.166
1505,0.0261
1506,0.0503
1507,0.311
1508,0.171
1509,0.18
1510,0.143
1511,0.167
1512,0.0871
1513,0.0661
1514,0.0518
1515,0.0521
1516,0.0527
1517,0.0304
1518,0.0413
1519,0.0426
1520,0.185
1521,0.0816
1522,0.0502
1523,0.141
1524,0.334
1525,0.0873
1526,0.147
1527,0.146
1528,0.0524
1529,0.286
1530,0.0472
1531,0.117
1532,0.228
1533,0.0356
1534,0.301
1535,0.108
1536,0.0312
1537,0.153
1538,0.179
1540,0.17
1541,0.0602
1542,0.11
1543,0.0903
1544,0.0334
1545,0.344
1546,0.0444
1547,0.0336
1548,0.0809
1549,0.102
1550,0.0832
1551,0.0638
1552,0.0694
1553,0.0851
1554,0.03
1555,0.0587
1556,0.064
