Index,Loudness
239,-5.737
240,-8.121
241,-7.949
242,-10.131
243,-4.053
244,-6.831
245,-9.405
246,-14.025
247,-7.62
248,-7.6
249,-6.201
250,-3.912
251,-3.293
252,-2.639
253,-5.123
254,-6.455
255,-7.596
256,-6.341
257,-6.612
258,-5.382
259,-4.851
260,-4.912
261,-6.115
262,-6.724
263,-7.778
264,-5.348
265,-6.029
266,-7.446
267,-3.367
268,-5.736
269,-3.917
270,-5.791
271,-5.029
272,-4.297
273,-8.234
274,-8.52
275,-5.382
276,-5.013
277,-7.78
278,-4.818
279,-7.867
280,-7.026
281,-9.144
282,-7.336
283,-6.687
284,-3.255
285,-4.457
286,-8.026
287,-5.134
288,-5.413
289,-8.764
290,-3.434
291,-8.871
292,-4.619
293,-4.132
294,-5.87
295,-8.465
296,-3.714
297,-6.769
298,-5.6
299,-5.81
300,-8.066
301,-7.664
302,-6.553
303,-8.231
304,-3.709
305,-6.836
306,-8.784
307,-6.217
308,-7.598
309,-7.773
310,-4.835
311,-4.49
312,-6.023
313,-6.798
314,-8.05
315,-3.764
316,-5.167
317,-6.612
318,-5.167
319,-4.925
320,-6.173
321,-6.92
322,-9.358
323,-4.939
324,-5.257
325,-4.939
326,-4.158
327,-8.981
328,-6.125
329,-4.032
330,-7.226
331,-3.93
332,-4.757
333,-2.564
334,-5.26
335,-7.909
336,-7.036
337,-8.056
338,-5.79
339,-5.525
340,-7.486
341,-6.404
342,-8.665
343,-5.242
344,-5.99
345,-5.277
346,-2.876
347,-3.795
348,-5.34
349,-4.668
350,-8.011
351,-6.959
352,-6.205
353,-3.593
354,-9.187
355,-7.266
356,-4.197
357,-6.916
358,-8.211
359,-5.302
360,-5.667
361,-6.579
362,-6.973
363,-5.756
364,-7.026
365,-6.257
366,-5.362
367,-5.198
368,-5.123
369,-6.502
370,-3.371
371,-4.603
372,-3.17
373,-7.071
374,-6.938
375,-10.086
376,-2.906
377,-8.043
378,-14.454
379,-7.327
380,-3.083
381,-6.924
382,-5.926
383,-5.831
384,-5.879
385,-6.13
386,-5.718
387,-3.169
388,-2.39
389,-5.181
390,-5.122
391,-4.103
392,-6.499
393,-5.712
394,-4.054
395,-4.818
396,-7.547
397,-7.472
398,-6.578
399,-6.269
400,-14.075
401,-7.564
402,-4.548
403,-8.256
404,-6.091
405,-3.402
406,-8.149
407,-8.019
408,-7.846
409,-10.778
410,-5.995
411,-5.726
412,-7.076
413,-5.371
414,-4.88
415,-5.495
416,-7.106
417,-8.648
418,-3.891
419,-5.677
420,-7.638
421,-7.351
422,-4.311
423,-8.754
424,-2.324
425,-9.195
426,-6.478
427,-5.851
428,-5.795
429,-4.856
430,-4.963
431,-3.09
432,-4.61
433,-4.665
434,-7.606
435,-6.135
436,-7.377
437,-4.433
438,-6.066
439,-8.093
440,-7.062
441,-3.669
442,-4.99
443,-3.665
444,-3.417
445,-11.548
446,-8.819
447,-4.25
448,-5.811
449,-6.003
450,-8.084
451,-5.065
452,-5.119
453,-4.248
454,-10.109
455,-6.658
456,-2.666
457,-4.386
458,-5.077
459,-4.828
460,-5.569
461,-8.68
462,-5.224
463,-7.638
464,-4.048
466,-4.232
467,-7.831
468,-8.601
469,-3.28
470,-4.596
471,-6.972
472,-4.955
473,-5.53
474,-4.386
475,-3.049
476,-6.629
477,-7.015
478,-4.107
479,-4.096
480,-6.655
481,-5.239
482,-12.805
483,-6.169
484,-13.125
485,-3.09
486,-4.787
487,-5.428
488,-8.621
489,-4.566
490,-7.376
491,-4.272
492,-7.973
493,-6.257
494,-2.173
495,-4.798
496,-4.246
497,-4.583
498,-6.081
499,-4.083
500,-5.946
501,-6.335
502,-5.497
503,-6.55
504,-5.222
505,-3.123
506,-5.471
507,-6.859
508,-9.989
509,-4.318
510,-5.453
511,-7.681
512,-5.891
513,-3.152
514,-5.36
515,-9.934
516,-7.627
517,-5.46
518,-4.563
519,-4.943
520,-4.778
521,-6.254
522,-4.395
523,-5.616
524,-6.136
525,-10.22
526,-7.05
527,-7.188
528,-6.637
529,-9.805
530,-10.48
532,-8.96
533,-3.944
534,-4.904
535,-5.372
536,-7.16
537,-10.936
538,-5.128
539,-6.208
540,-3.855
541,-5.664
542,-5.041
543,-4.423
544,-3.71
545,-3.128
546,-5.132
547,-4.787
548,-5.723
549,-6.061
550,-9.75
551,-8.275
552,-7.567
553,-4.097
554,-7.066
555,-6.326
556,-14.66
557,-4.89
558,-5.526
559,-6.433
560,-4.954
561,-5.466
562,-8.991
563,-2.827
564,-3.616
565,-5.331
566,-5.507
567,-5.664
568,-6.319
569,-7.882
570,-4.426
571,-6.519
572,-8.746
573,-7.499
574,-6.585
575,-6.143
576,-5.24
577,-4.65
578,-5.453
579,-6.899
580,-7.675
581,-6.79
582,-8.357
583,-6.764
584,-11.052
585,-2.028
586,-12.077
587,-8.932
588,-6.965
589,-6.564
590,-7.628
591,-5.995
592,-4.057
593,-5.661
594,-3.766
595,-6.687
596,-6.628
597,-5.254
598,-5.13
599,-7.147
600,-4.819
601,-5.655
602,-5.479
603,-5.037
604,-2.118
605,-4.81
606,-7.088
607,-7.052
608,-4.352
609,-7.589
610,-6.832
611,-4.214
612,-2.749
613,-5.277
614,-2.474
615,-2.415
616,-7.214
617,-8.659
618,-3.672
619,-7.443
620,-7.463
621,-12.472
622,-7.364
623,-8.749
624,-8.463
625,-11.714
626,-8.435
627,-5.439
628,-9.004
629,-14.014
630,-13.336
631,-9.049
632,-7.013
633,-6.936
634,-8.914
635,-8.308
636,-10.023
638,-15.231
639,-16.485
640,-5.062
641,-13.056
642,-7.48
643,-3.315
644,-16.661
645,-5.662
646,-4.177
647,-7.183
648,-12.25
649,-7.146
650,-5.584
651,-6.531
652,-1.283
653,-5.536
654,-3.592
656,-9.478
657,-9.402
658,-6.191
659,-3.766
660,-4.776
661,-6.007
662,-4.68
663,-4.291
664,-4.582
665,-12.955
666,-7.109
667,-8.869
668,-8.193
669,-8.222
670,-12.346
671,-22.507
672,-10.491
673,-6.961
674,-12.073
675,-16.093
676,-8.444
677,-3.849
678,-9.336
679,-2.204
680,-7.779
681,-16.768
682,-14.405
683,-13.119
684,-3.298
685,-15.499
686,-7.381
687,-9.2
688,-6.676
689,-4.505
690,-6.264
691,-3.967
692,-10.381
693,-11.568
694,-6.232
695,-10.733
696,-9.277
697,-8.322
698,-11.266
699,-10.673
700,-7.704
701,-9.014
702,-11.609
703,-10.813
704,-7.607
705,-7.75
706,-6.907
707,-8.269
708,-6.736
709,-6.971
710,-7.1
711,-4.889
712,-15.392
713,-8.736
714,-8.588
715,-4.672
716,-4.944
717,-5.793
718,-5.224
719,-5.054
720,-6.572
721,-4.035
722,-6.755
723,-7.313
724,-4.074
725,-5.506
726,-4.973
727,-5.701
728,-3.508
729,-6.7
730,-4.075
731,-6.834
732,-6.098
733,-6.054
734,-5.542
735,-5.372
736,-8.914
737,-7.355
738,-4.333
739,-5.352
740,-5.048
741,-5.303
742,-7.371
743,-4.948
744,-8.871
745,-13.135
746,-1.957
747,-3.895
748,-3.961
749,-7.636
750,-7.012
752,-7.091
753,-7.328
754,-6.865
755,-6.535
756,-7.42
757,-5.695
758,-6.664
759,-6.336
760,-4.574
761,-6.444
762,-4.644
763,-8.937
764,-3.945
765,-9.966
766,-6.297
767,-8.415
768,-4.592
769,-3.316
770,-7.833
771,-6.964
772,-7.295
773,-5.724
774,-4.249
775,-7.034
776,-5.998
777,-6.098
778,-10.798
779,-5.156
780,-5.963
781,-4.727
782,-16.541
783,-10.196
784,-5.195
786,-7.458
787,-4.681
788,-10.755
789,-2.737
790,-5.75
791,-5.308
792,-6.558
793,-6.321
794,-5.2
795,-3.617
796,-3.743
797,-5.563
798,-7.258
799,-6.842
800,-5.334
801,-8.113
802,-2.982
803,-8.045
804,-4.04
805,-7.154
806,-5.03
807,-8.632
808,-3.726
809,-7.513
810,-9.155
811,-2.998
812,-4.793
813,-4.392
814,-7.746
815,-3.417
816,-5.405
817,-6.168
818,-5.267
819,-5.634
820,-6.929
821,-5.363
822,-5.025
823,-7.648
824,-5.893
825,-7.346
826,-5.077
827,-6.883
828,-8.251
829,-6.972
830,-6.429
831,-5.491
832,-3.844
833,-2.762
834,-6.186
835,-2.259
836,-6.266
837,-6.591
838,-5.16
839,-11.715
840,-7.47
841,-2.791
842,-8.953
843,-7.83
844,-5.768
845,-4.689
846,-6.439
847,-7.137
848,-4.845
849,-3.089
850,-4.731
851,-6.756
852,-5.625
853,-4.333
854,-6.494
855,-7.272
856,-5.319
857,-5.893
858,-6.642
859,-8.259
860,-8.711
861,-2.691
862,-9.232
863,-9.869
864,-4.068
865,-6.917
866,-9.297
867,-7.571
868,-8.431
869,-4.212
870,-7.617
871,-5.582
872,-7.199
873,-8.914
874,-7.117
875,-6.184
876,-8.024
878,-4.113
879,-6.313
880,-4.578
881,-4.78
882,-5.224
883,-7.355
884,-6.916
885,-7.264
886,-5.386
887,-10.646
888,-6.829
889,-9.726
890,-8.426
891,-7.426
892,-5.825
893,-7.813
894,-7.507
895,-5.688
896,-3.756
897,-5.749
898,-5.521
899,-4.719
900,-5.585
901,-6.371
902,-6.456
903,-4.387
904,-10.945
905,-4.157
906,-5.064
907,-6.145
908,-4.874
909,-4.593
910,-6.805
911,-5.591
912,-4.772
913,-5.217
914,-7.011
915,-3.08
916,-10.568
917,-4.959
918,-6.66
919,-4.368
920,-5.085
921,-5.88
922,-6.942
923,-7.037
924,-7.067
925,-5.908
926,-4.78
927,-5.312
928,-5.697
929,-4.895
930,-6.196
931,-4.164
932,-3.812
933,-9.628
934,-5.884
935,-3.011
936,-6.153
937,-5.562
938,-5.146
939,-8.742
940,-8.9
941,-8.018
942,-7.907
943,-9.208
944,-5.613
945,-6.678
946,-5.415
947,-8.322
948,-5.114
949,-8.505
950,-7.34
951,-10.63
952,-17.57
953,-5.792
954,-6.66
955,-2.561
956,-5.396
957,-4.635
958,-5.442
959,-5.908
960,-6.896
961,-11.143
962,-7.159
963,-3.966
964,-5.171
965,-7.359
966,-10.037
967,-10.769
968,-9.843
969,-8.761
970,-6.503
971,-10.445
972,-5.702
973,-7.121
974,-7.935
975,-3.84
976,-5.609
977,-8.995
978,-13.69
979,-12.906
980,-4.902
981,-7.336
982,-8.553
983,-5.453
984,-15.065
985,-6.417
986,-8.225
987,-5.725
988,-2.473
989,-5.132
990,-5.948
991,-3.838
992,-7.664
993,-7.616
994,-5.233
995,-4.928
996,-6.184
997,-2.494
998,-9.236
999,-5.726
1000,-6.36
1001,-6.668
1002,-9.727
1003,-5.756
1004,-5.802
1005,-5.22
1006,-10.157
1007,-6.356
1008,-5.124
1009,-6.328
1010,-5.89
1011,-7.371
1012,-5.062
1013,-6.935
1014,-6.257
1015,-3.733
1016,-7.064
1017,-4.561
1018,-8.946
1019,-5.56
1020,-5.189
1021,-3.702
1022,-5.98
1023,-5.161
1024,-6.612
1025,-8.442
1026,-6.027
1027,-3.875
1028,-3.909
1029,-2.957
1030,-11.337
1031,-14.097
1032,-14.625
1033,-5.926
1034,-4.85
1035,-7.434
1036,-2.569
1037,-5.377
1038,-3.527
1039,-6.213
1040,-4.105
1041,-7.899
1042,-6.963
1043,-7.487
1044,-5.817
1045,-5.73
1046,-8.383
1047,-6.761
1048,-6.871
1049,-4.961
1050,-5.656
1051,-6.687
1052,-5.923
1053,-7.39
1054,-5.313
1055,-6.097
1056,-3.831
1057,-2.344
1058,-4.833
1059,-3.504
1060,-5.804
1061,-9.072
1062,-5.817
1063,-7.671
1064,-3.242
1065,-5.382
1066,-4.269
1067,-6.976
1068,-4.162
1069,-3.159
1070,-5.464
1071,-5.065
1072,-7.621
1073,-2.729
1074,-4.045
1075,-4.64
1076,-5.728
1077,-7.726
1078,-5.718
1079,-7.416
1080,-5.234
1081,-8.165
1082,-8.985
1083,-6.825
1084,-5.019
1085,-6.22
1086,-8.969
1087,-3.905
1088,-2.082
1089,-7.735
1090,-8.819
1091,-6.6
1092,-5.888
1093,-4.296
1094,-5.268
1095,-11.729
1096,-6.806
1097,1.509
1098,-4.524
1099,-4.452
1100,-7.246
1101,-3.981
1102,-6.117
1103,-9.884
1104,-5.353
1105,-6.202
1106,-8.57
1107,-4.356
1108,-6.342
1109,-4.394
1110,-6.759
1111,-6.024
1112,-5.714
1113,-5.35
1114,-7.546
1115,-8.027
1116,-7.246
1117,-6.363
1118,-6.159
1119,-4.219
1120,-4.95
1121,-4.198
1122,-7.206
1123,-4.773
1124,-7.598
1125,-6.366
1126,-10.068
1127,-5.245
1128,-7.34
1129,-4.287
1130,-3.634
1131,-4.262
1132,-5.746
1133,-4.035
1134,-3.875
1135,-4.842
1136,-14.534
1137,-4.372
1138,-14.534
1139,-4.466
1140,-7.002
1142,-6.637
1143,-6.599
1144,-6.083
1145,-4.363
1146,-9.045
1147,-6.591
1148,-8.008
1149,-4.014
1150,-8.521
1151,-5.522
1152,-9.0
1153,-3.836
1154,-8.65
1155,-3.875
1156,-4.43
1157,-5.09
1158,-10.805
1159,-5.444
1160,-1.573
1161,-6.35
1162,-4.993
1163,-2.634
1164,-6.099
1165,-5.85
1166,-5.624
1167,-2.97
1168,-3.936
1169,-3.592
1170,-2.409
1171,-7.043
1172,-5.532
1173,-7.182
1174,-3.18
1175,-2.44
1176,-5.425
1177,-10.34
1178,-9.909
1179,-3.158
1180,-8.187
1181,-18.717
1182,-7.397
1183,-6.483
1184,-6.084
1185,-8.217
1186,-8.051
1187,-7.274
1188,-4.784
1189,-3.387
1190,-8.624
1191,-3.752
1192,-3.69
1193,-7.648
1194,-5.245
1195,-4.931
1196,-13.273
1197,-5.709
1198,-5.786
1199,-7.706
1200,-9.299
1201,-4.629
1202,-6.808
1203,-3.68
1204,-4.151
1205,-7.837
1206,-7.385
1207,-4.425
1208,-6.381
1209,-11.144
1210,-9.884
1211,-6.75
1212,-3.095
1213,-9.211
1214,-3.952
1215,-8.11
1216,-5.595
1217,-4.454
1218,-8.212
1219,-6.615
1220,-6.571
1221,-8.054
1222,-6.116
1223,-5.184
1224,-4.842
1225,-4.306
1226,-2.592
1227,-4.628
1228,-4.692
1229,-5.395
1230,-4.535
1231,-6.262
1232,-4.478
1233,-5.368
1234,-4.799
1235,-6.973
1236,-4.363
1237,-5.734
1238,-4.375
1239,-6.594
1240,-8.137
1241,-4.941
1242,-9.087
1243,-4.864
1244,-7.889
1245,-4.41
1246,-8.144
1247,-8.468
1248,-2.622
1249,-3.268
1250,-1.865
1251,-3.001
1252,-5.746
1253,-7.031
1254,-3.639
1255,-6.103
1256,-7.847
1257,-5.113
1258,-5.554
1259,-6.124
1260,-4.823
1261,-4.015
1262,-4.502
1263,-5.001
1264,-8.24
1265,-7.953
1266,-5.954
1267,-6.146
1268,-6.943
1269,-5.221
1270,-4.316
1271,-7.268
1272,-7.475
1273,-8.996
1274,-8.529
1275,-4.242
1276,-7.293
1277,-5.416
1278,-2.961
1279,-7.918
1280,-9.887
1281,-5.715
1282,-4.717
1283,-2.228
1284,-4.295
1285,-6.101
1286,-5.736
1287,-3.835
1288,-8.57
1289,-5.26
1290,-4.141
1291,-6.703
1292,-6.9
1293,-5.469
1294,-3.082
1295,-10.426
1296,-5.507
1297,-3.999
1298,-6.718
1299,-6.633
1300,-6.542
1301,-6.238
1302,-4.496
1303,-5.708
1304,-9.901
1305,-6.181
1306,-5.895
1307,-6.978
1308,-3.661
1309,-6.293
1310,-5.402
1311,-3.73
1312,-6.02
1313,-6.274
1314,-6.224
1315,-5.568
1316,-5.331
1317,-8.0
1318,-7.428
1319,-5.628
1320,-5.397
1321,-7.086
1322,-5.822
1323,-5.167
1324,-4.24
1325,-4.803
1326,-7.589
1327,-12.761
1328,-5.937
1329,-6.672
1330,-4.156
1331,-4.711
1332,-4.139
1333,-6.793
1334,-4.055
1335,-6.256
1336,-9.326
1337,-4.485
1338,-6.11
1339,-4.397
1340,-5.749
1341,-7.105
1342,-9.435
1343,-6.527
1344,-5.486
1345,-7.058
1346,-6.665
1347,-4.957
1348,-5.342
1349,-3.39
1350,-6.376
1351,-5.408
1352,-6.46
1353,-3.208
1354,-6.713
1355,-2.708
1356,-8.543
1357,-5.01
1358,-3.244
1359,-8.637
1360,-7.57
1361,-5.188
1362,-8.766
1363,-3.582
1364,-3.147
1365,-2.814
1366,-8.191
1367,-7.782
1368,-4.178
1369,-8.33
1370,-5.139
1371,-5.906
1372,-5.455
1373,-4.594
1374,-4.443
1375,-5.617
1376,-2.454
1377,-4.271
1378,-5.782
1379,-3.046
1380,-14.505
1381,-6.993
1382,-5.086
1383,-6.456
1384,-5.211
1385,-5.215
1386,-7.981
1387,-6.658
1388,-3.106
1389,-6.439
1390,-4.805
1391,-6.164
1392,-4.188
1393,-4.565
1394,-8.922
1395,-1.94
1396,-8.601
1397,-4.124
1398,-6.043
1399,-4.796
1400,-4.902
1401,-18.435
1402,-4.501
1403,-5.608
1404,-8.389
1405,-6.625
1406,-7.564
1407,-6.913
1408,-6.112
1409,-7.319
1410,-6.843
1411,-4.51
1412,-7.766
1413,-8.186
1414,-7.353
1415,-7.595
1416,-3.067
1417,-4.673
1418,-3.019
1419,-6.378
1420,-6.959
1421,-8.794
1422,-4.228
1423,-5.414
1424,-12.92
1425,-10.198
1426,-4.895
1427,-4.123
1428,-9.897
1429,-10.348
1430,-8.237
1431,-6.637
1432,-8.381
1433,-8.943
1434,-3.32
1435,-6.406
1436,-3.001
1437,-3.231
1438,-6.913
1439,-3.292
1440,-3.922
1441,-8.866
1442,-5.195
1443,-2.986
1444,-2.203
1445,-6.482
1446,-4.027
1447,-5.883
1448,-9.754
1449,-8.575
1450,-8.206
1451,-6.585
1452,-2.652
1453,-11.713
1454,-2.331
1455,-5.95
1456,-6.747
1457,-6.29
1458,-3.723
1459,-11.047
1460,-6.861
1461,-5.127
1462,-5.774
1463,-4.711
1464,-5.892
1465,-6.684
1466,-6.365
1467,-4.105
1468,-6.146
1469,-8.461
1470,-6.946
1471,-7.787
1472,-7.161
1473,-4.197
1474,-8.98
1475,-5.937
1476,-5.793
1477,-7.491
1478,-4.809
1479,-5.212
1480,-4.362
1481,-7.908
1482,-4.491
1483,-5.244
1484,-4.84
1485,-3.87
1486,-5.839
1487,-5.193
1488,-9.922
1489,-11.198
1490,-5.407
1491,-8.073
1492,-3.052
1493,-6.356
1494,-3.121
1495,-2.107
1496,-5.125
1497,-10.847
1498,-6.625
1499,-9.077
1500,-20.43
1501,-4.162
1502,-5.941
1503,-6.543
1504,-13.066
1505,-10.086
1506,-16.735
1507,-6.753
1508,-8.608
1509,-6.278
1510,-6.121
1511,-8.882
1512,-7.261
1513,-5.35
1514,-8.408
1515,-8.082
1516,-7.536
1517,-4.351
1518,-8.533
1519,-9.263
1520,-6.991
1521,-6.445
1522,-2.665
1523,-8.513
1524,-8.054
1525,-3.841
1526,-2.853
1527,-5.969
1528,-4.218
1529,-8.676
1530,-10.304
1531,-2.881
1532,-4.167
1533,-6.605
1534,-4.63
1535,-4.578
1536,-5.191
1537,-2.326
1538,-4.841
1540,-6.47
1541,-4.792
1542,-3.24
1543,-5.938
1544,-5.782
1545,-5.808
1546,-5.857
1547,-25.166
1548,-3.032
1549,-5.56
1550,-7.895
1551,-3.384
1552,-6.021
1553,-3.123
1554,-4.333
1555,-7.026
1556,-7.176
